property_id,neighborhood,property_type,bedrooms,bathrooms,square_feet,lot_size,age,stories,condition,garage_spaces,has_pool,has_fireplace,has_deck,has_fence,has_central_heat,has_central_air,years_since_roof_replaced,years_since_hvac_replaced,kitchen_updated,bathrooms_updated,has_hoa,hoa_fee,has_special_assessment,school_rating,walk_score,transit_score,listing_month,is_spring_summer,annual_tax,estimated_rent,days_on_market,price_reductions,is_foreclosure,has_lien,owner_occupied,num_distress_keywords,estimated_repair_cost,parking_type,heating_type,cooling_type,roof_type,foundation_type,flooring_type,exterior_type,water_source,sewer_type,listing_season,listed_price,true_market_value,spread,spread_percentage
PROP_0078,Watertown,Condo,3,1.0,988.0,10018.800000000001,51,1,Fair,2,0,0,0,0,1,1,25,20,1,0,1,123,0,5,42,29,9,0,4630,1430,60,1,0,0,0,0,6680,Carport,Electric,Central AC,Asphalt Shingle,Basement,Carpet,Wood,Municipal,Municipal,Summer,259900.0,272794,12894.0,4.73
PROP_0079,Waterbury,Single Family,3,2.0,2592.0,6098.400000000001,55,2,Poor,2,0,1,1,1,0,0,25,20,0,0,0,0,0,7,52,51,7,1,5857,1732,30,3,0,0,0,3,25824,Driveway,Gas,Central AC,Metal,Crawl Space,Carpet,Brick,Municipal,Septic,Summer,279900.0,280594,694.0,0.25
PROP_0080,Westbrook,Single Family,4,3.0,1854.0,6098.400000000001,40,2,Poor,3,0,1,1,1,1,1,25,20,0,1,0,0,0,9,85,60,8,1,31356,7912,10,1,0,0,1,0,120360,Carport,Electric,Window Units,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Septic,Summer,1399000.0,1332903,-66097.0,-4.96
PROP_0081,Burlington,Single Family,4,4.0,3179.0,60983.99999999999,63,2,Distressed,3,1,0,1,0,1,0,25,20,0,0,0,0,0,8,47,33,8,1,11485,4713,20,0,0,0,1,0,65782,Street,Gas,Central AC,Metal,Crawl Space,Tile,Vinyl Siding,Well,Municipal,Summer,793756.0,763878,-29878.0,-3.91
PROP_0082,Stonington,Single Family,3,2.0,2020.0,21344.399999999998,63,2,Distressed,2,0,0,1,0,0,0,25,20,1,0,0,0,0,6,36,32,5,1,10009,3378,20,3,0,0,0,0,45439,Garage,Electric,Window Units,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Septic,Spring,550000.0,533391,-16609.0,-3.11
PROP_0083,Weston,Single Family,5,5.0,4400.0,56628.0,43,3,Poor,3,0,0,1,1,1,1,14,20,0,0,0,0,0,9,71,65,11,0,53245,12206,60,0,0,0,1,0,111883,Garage,Gas,Window Units,Metal,Basement,Carpet,Wood,Municipal,Municipal,Fall,2159000.0,2269040,110040.0,4.85
PROP_0084,Coventry,Townhouse,3,3.0,1540.0,41817.6,65,1,Poor,2,0,0,0,0,1,1,25,20,0,1,1,289,0,8,70,65,4,1,7256,1678,20,0,1,0,1,0,26574,Driveway,Gas,Central AC,Asphalt Shingle,Crawl Space,Tile,Vinyl Siding,Municipal,Septic,Spring,299900.0,330820,30920.0,9.35
PROP_0085,North Haven,Townhouse,4,3.0,2272.0,8712.0,62,2,Poor,3,0,0,0,1,0,0,25,20,0,0,0,0,0,7,93,84,9,0,12865,3185,120,1,0,0,1,0,59699,Street,Electric,Central AC,Asphalt Shingle,Slab,Carpet,Brick,Municipal,Municipal,Summer,529900.0,522006,-7894.0,-1.51
PROP_0086,Lisbon,Single Family,3,2.0,1170.0,21780.0,61,1,Distressed,2,0,0,0,0,1,0,25,20,1,0,0,0,0,9,41,40,7,1,6168,1962,60,2,0,0,1,0,45728,Driveway,Gas,Central AC,Metal,Crawl Space,Hardwood,Vinyl Siding,Municipal,Municipal,Summer,309900.0,264632,-45268.0,-17.11
PROP_0087,Oxford,Single Family,2,2.0,1060.0,36590.4,48,1,Poor,1,0,0,0,1,1,1,25,20,0,1,0,0,0,7,42,34,11,0,4028,1117,60,1,0,0,1,0,7188,Garage,Oil,None,Asphalt Shingle,Crawl Space,Carpet,Brick,Municipal,Municipal,Fall,175000.0,183364,8364.0,4.56
PROP_0088,Southbury,Single Family,2,2.0,1044.0,8712.0,53,1,Poor,1,0,0,0,0,1,1,19,20,0,1,0,0,0,7,67,50,12,0,2854,1279,60,1,0,0,1,0,10905,Garage,Gas,Central AC,Metal,Basement,Laminate,Vinyl Siding,Municipal,Municipal,Fall,230000.0,232654,2654.0,1.14
PROP_0089,Danbury,Single Family,3,2.0,1120.0,12632.4,60,1,Distressed,2,0,1,1,0,1,1,25,20,1,0,0,0,0,5,34,24,3,0,6904,2310,10,0,0,0,0,0,59464,Driveway,Gas,Central AC,Asphalt Shingle,Crawl Space,Tile,Vinyl Siding,Municipal,Municipal,Winter,375000.0,349440,-25560.0,-7.31
PROP_0090,Southington,Single Family,4,3.0,2688.0,14374.800000000001,64,2,Poor,3,0,0,0,1,1,1,19,20,0,0,0,0,0,9,69,55,1,0,14145,3650,30,1,0,0,1,0,58896,Garage,Gas,Central AC,Asphalt Shingle,Crawl Space,Carpet,Stucco,Municipal,Septic,Winter,609900.0,566335,-43565.0,-7.69
PROP_0091,Westport,Single Family,5,6.0,5666.0,43560.0,52,3,Poor,3,0,0,0,0,1,1,25,20,1,1,0,0,0,7,42,32,4,1,31428,16211,60,0,0,0,1,2,206862,Street,Gas,Window Units,Flat,Slab,Hardwood,Wood,Municipal,Municipal,Spring,2600000.0,2511514,-88486.0,-3.52
PROP_0092,Essex,Single Family,3,4.0,2744.0,20908.8,50,2,Poor,2,1,0,1,1,1,0,16,20,0,0,0,0,0,7,97,78,12,0,14067,5434,180,2,0,0,1,1,85153,Street,Gas,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Vinyl Siding,Municipal,Municipal,Fall,950000.0,1210088,260088.0,21.49
PROP_0093,Bridgeport,Single Family,5,3.0,3965.0,8712.0,58,2,Fair,3,0,0,0,1,1,0,25,20,1,1,0,0,0,6,61,57,6,1,8080,3931,10,0,0,1,1,1,30807,Carport,Gas,Central AC,Asphalt Shingle,Slab,Laminate,Vinyl Siding,Municipal,Septic,Spring,619000.0,838166,219166.0,26.15
PROP_0094,Madison,Single Family,2,4.0,7030.0,101930.4,53,2,Poor,1,0,1,0,1,0,1,25,20,0,0,0,0,0,7,59,42,12,0,22770,9516,30,1,0,0,0,0,106260,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Carpet,Brick,Municipal,Municipal,Fall,1495000.0,1380060,-114940.0,-8.33
PROP_0095,Montville,Single Family,5,3.0,2700.0,160300.80000000002,54,1,Fair,3,0,0,0,1,1,0,25,20,0,1,0,0,0,8,8,6,10,0,5424,1232,30,0,0,0,1,0,10429,Driveway,Oil,None,Tile,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Fall,225000.0,229240,4240.0,1.85
PROP_0096,Milford,Townhouse,4,2.0,1274.0,9583.2,51,1,Poor,3,0,1,0,1,0,1,25,20,0,0,1,198,0,9,25,19,2,0,5531,1391,30,1,0,0,1,0,11273,Street,Oil,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Winter,250000.0,268964,18964.0,7.05
PROP_0097,Stonington,Single Family,3,2.0,1152.0,8712.0,59,1,Fair,2,0,1,0,0,1,1,25,20,0,0,0,0,0,7,73,59,9,0,2359,632,120,2,0,0,1,0,3717,Driveway,Gas,Central AC,Metal,Basement,Hardwood,Brick,Municipal,Municipal,Summer,99900.0,107936,8036.0,7.45
PROP_0098,Bristol,Single Family,3,2.0,1894.0,20037.600000000002,65,2,Poor,2,0,0,1,1,1,0,25,20,0,1,0,0,0,6,27,24,7,1,3481,1658,10,0,0,0,1,0,26668,Driveway,Gas,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Vinyl Siding,Municipal,Municipal,Summer,289900.0,313523,23623.0,7.53
PROP_0099,Hamden,Condo,2,2.0,709.0,8712.0,53,1,Fair,1,0,0,0,1,1,1,22,20,1,0,1,488,0,8,83,62,3,0,1619,758,20,0,0,0,1,0,3379,Garage,Electric,None,Asphalt Shingle,Crawl Space,Hardwood,Wood,Municipal,Municipal,Winter,125000.0,132599,7599.0,5.73
PROP_0100,Southington,Single Family,3,2.0,1929.0,16552.8,47,2,Fair,2,0,1,0,1,1,0,25,19,0,0,0,0,0,9,88,78,11,0,8299,2200,30,0,0,0,0,0,14444,Driveway,Oil,Central AC,Asphalt Shingle,Slab,Carpet,Wood,Municipal,Septic,Fall,389000.0,440648,51648.0,11.72
PROP_0101,Thomaston,Single Family,3,1.0,1320.0,8712.0,65,1,Poor,2,0,1,1,1,1,1,25,20,0,1,0,0,0,7,100,98,10,0,1554,591,10,0,0,0,1,0,6855,Driveway,Oil,None,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Septic,Fall,99900.0,108540,8640.0,7.96
PROP_0102,Southington,Condo,2,1.0,780.0,8712.0,49,1,Poor,1,0,0,0,1,1,1,25,20,1,0,1,107,0,7,48,40,3,0,1406,580,20,0,0,0,1,0,6338,Street,Electric,Central AC,Metal,Basement,Hardwood,Vinyl Siding,Municipal,Septic,Winter,90000.0,92702,2702.0,2.91
PROP_0103,Branford,Single Family,3,3.0,2800.0,10890.0,58,1,Poor,2,1,1,0,0,1,0,25,20,0,0,0,0,0,8,65,45,2,0,20066,7482,20,0,0,0,1,0,88666,Driveway,Electric,Window Units,Metal,Slab,Hardwood,Vinyl Siding,Municipal,Municipal,Winter,1270000.0,1376467,106467.0,7.73
PROP_0104,Stratford,Townhouse,1,1.0,600.0,8712.0,49,1,Fair,0,0,1,0,0,1,0,25,20,0,0,0,0,0,6,39,38,3,0,2212,701,20,0,0,0,1,0,6345,Carport,Gas,Central AC,Asphalt Shingle,Crawl Space,Laminate,Stucco,Municipal,Municipal,Winter,114900.0,110671,-4229.0,-3.82
PROP_0105,Tolland,Single Family,3,3.0,1887.0,8712.0,56,2,Poor,2,0,0,0,0,1,1,25,20,1,1,0,0,0,9,36,35,4,1,7662,2349,90,0,0,0,1,0,43643,Street,Electric,Central AC,Tile,Slab,Carpet,Brick,Well,Municipal,Spring,435000.0,433471,-1529.0,-0.35
PROP_0106,New Haven,Single Family,3,2.0,1547.0,6098.400000000001,64,2,Distressed,2,0,0,1,0,0,1,25,20,0,1,0,0,0,6,58,43,5,1,3262,1402,20,0,0,0,1,0,52822,Street,Gas,Central AC,Metal,Slab,Laminate,Brick,Municipal,Municipal,Spring,239900.0,200571,-39329.0,-19.61
PROP_0107,Greenwich,Single Family,9,10.0,7104.0,139392.0,41,2,Fair,3,0,0,1,0,1,0,14,20,1,0,0,0,0,7,79,74,5,1,77021,24143,120,1,0,0,1,0,171175,Driveway,Electric,Window Units,Asphalt Shingle,Basement,Hardwood,Wood,Municipal,Septic,Spring,3875000.0,4346241,471241.0,10.84
PROP_0108,Haddam,Single Family,2,1.0,1196.0,66646.8,51,1,Fair,1,0,0,0,0,1,1,21,20,0,0,0,0,0,7,81,62,9,0,4067,1601,10,2,0,0,1,3,13473,Street,Oil,Central AC,Metal,Crawl Space,Tile,Wood,Well,Septic,Summer,284900.0,279358,-5542.0,-1.98
PROP_0109,Fairfield,Single Family,3,3.0,2200.0,8712.0,46,2,Fair,2,0,0,0,0,1,0,25,20,0,0,0,0,0,7,98,91,4,1,22195,6499,30,0,0,0,1,1,35652,Street,Oil,Central AC,Asphalt Shingle,Crawl Space,Tile,Vinyl Siding,Municipal,Municipal,Spring,1150000.0,1277119,127119.0,9.95
PROP_0110,North Haven,Single Family,3,3.0,1906.0,8712.0,64,1,Poor,2,0,0,1,0,0,0,25,20,1,0,0,0,0,8,87,86,11,0,5340,2267,120,0,0,0,0,1,23133,Driveway,Gas,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Brick,Municipal,Septic,Fall,404900.0,377162,-27738.0,-7.35
PROP_0111,Westport,Single Family,4,4.0,3396.0,9583.2,37,2,Fair,3,0,0,0,1,1,1,18,15,0,0,0,0,0,8,57,48,1,0,82153,24450,20,0,0,0,0,0,121577,Driveway,Electric,Central AC,Flat,Slab,Hardwood,Vinyl Siding,Municipal,Municipal,Winter,3799000.0,3689013,-109987.0,-2.98
PROP_0112,Tolland,Townhouse,2,2.0,960.0,14810.400000000001,47,1,Fair,1,0,1,0,1,1,0,25,20,0,0,0,0,0,7,47,44,3,0,4526,1384,90,0,0,0,1,0,6315,Driveway,Gas,Central AC,Metal,Basement,Carpet,Vinyl Siding,Municipal,Septic,Winter,224500.0,236069,11569.0,4.9
PROP_0113,Bridgeport,Single Family,8,3.0,3892.0,5227.2,54,2,Fair,3,1,0,0,1,1,0,25,20,1,0,0,0,0,8,61,54,10,0,8795,2322,10,2,0,0,0,0,12939,Driveway,Oil,Central AC,Asphalt Shingle,Crawl Space,Tile,Stucco,Municipal,Municipal,Fall,359000.0,401655,42655.0,10.62
PROP_0114,Trumbull,Single Family,3,3.0,2465.0,8712.0,53,2,Poor,2,0,1,1,0,0,0,17,20,0,0,0,0,0,6,49,47,4,1,13962,4702,90,1,0,0,1,1,51444,Garage,Electric,Central AC,Tile,Crawl Space,Hardwood,Vinyl Siding,Municipal,Municipal,Spring,869995.0,907496,37501.0,4.13
PROP_0115,Cromwell,Single Family,3,2.0,1303.0,10018.800000000001,60,1,Poor,2,0,0,0,0,1,1,25,20,0,1,0,0,0,5,80,77,3,0,7032,1760,10,2,0,0,1,0,19142,Driveway,Heat Pump,Central AC,Asphalt Shingle,Slab,Carpet,Wood,Municipal,Municipal,Winter,289000.0,291703,2703.0,0.93
PROP_0116,Norwalk,Single Family,6,4.0,2135.0,6534.0,50,1,Fair,3,0,1,0,0,0,1,24,20,0,0,0,0,0,7,52,41,7,1,8944,3993,30,0,1,0,1,0,38916,Driveway,Oil,Central AC,Asphalt Shingle,Basement,Hardwood,Brick,Municipal,Municipal,Summer,729000.0,922129,193129.0,20.94
PROP_0117,New Canaan,Single Family,3,3.0,1638.0,8712.0,51,2,Poor,2,0,0,0,1,0,1,25,20,1,0,0,0,0,6,67,58,9,0,27275,6599,90,2,1,0,1,0,59895,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Well,Municipal,Summer,1095000.0,1447903,352903.0,24.37
PROP_0118,Plainfield,Single Family,2,2.0,1580.0,8712.0,46,2,Fair,1,0,1,0,1,1,1,16,20,1,0,0,0,0,6,73,59,11,0,4565,1902,30,1,0,0,1,0,13259,Garage,Gas,Central AC,Asphalt Shingle,Crawl Space,Carpet,Wood,Well,Municipal,Fall,319000.0,352999,33999.0,9.63
PROP_0119,Farmington,Single Family,4,4.0,3753.0,46173.600000000006,61,2,Poor,3,0,1,1,0,0,1,20,20,1,0,0,0,0,8,40,36,4,1,14926,5507,180,2,0,0,0,0,45854,Driveway,Electric,Central AC,Asphalt Shingle,Basement,Laminate,Brick,Well,Municipal,Spring,849900.0,937485,87585.0,9.34
PROP_0120,Stonington,Single Family,4,4.0,3368.0,8276.4,49,2,Fair,3,0,0,0,1,1,0,25,20,1,0,0,0,0,7,100,77,2,0,25493,11322,90,0,0,0,1,1,51447,Driveway,Gas,Central AC,Metal,Basement,Tile,Brick,Municipal,Municipal,Winter,1750000.0,1689246,-60754.0,-3.6
PROP_0121,Newtown,Single Family,4,3.0,2760.0,87120.0,47,1,Poor,3,0,1,1,1,1,0,22,20,0,0,0,0,0,7,19,17,3,0,16415,4692,10,2,0,0,1,0,72955,Driveway,Gas,Central AC,Tile,Crawl Space,Hardwood,Brick,Municipal,Municipal,Winter,739900.0,740234,334.0,0.05
PROP_0122,Warren,Single Family,3,4.0,4180.0,7670916.0,34,3,Fair,2,0,0,0,0,1,1,25,20,0,1,0,0,0,6,27,20,5,1,61830,20054,20,0,0,0,0,1,131317,Garage,Electric,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Brick,Municipal,Municipal,Spring,3495000.0,3860893,365893.0,9.48
PROP_0123,Hamden,Single Family,2,2.0,1168.0,9147.6,62,1,Poor,1,0,0,0,1,1,1,24,20,0,0,0,0,0,6,67,48,3,0,3979,1193,20,1,0,0,0,0,24580,Street,Electric,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Winter,215000.0,221842,6842.0,3.08
PROP_0124,Haddam,Townhouse,3,2.0,1449.0,10018.800000000001,51,1,Fair,2,0,1,0,1,0,1,25,20,1,1,1,423,0,8,43,34,10,0,5157,2058,30,0,0,0,1,0,20469,Garage,Heat Pump,Central AC,Metal,Slab,Carpet,Wood,Municipal,Municipal,Fall,342900.0,374143,31243.0,8.35
PROP_0125,New Fairfield,Townhouse,2,1.0,886.0,15245.999999999998,62,1,Poor,1,0,1,0,0,1,1,19,20,1,1,1,341,0,8,65,57,1,0,4364,1635,30,1,0,0,1,0,19809,Driveway,Electric,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Winter,249900.0,241122,-8778.0,-3.64
PROP_0126,New Milford,Single Family,3,2.0,1776.0,8712.0,61,2,Poor,2,0,1,0,1,1,0,25,20,0,0,0,0,0,8,65,48,9,0,3733,1387,30,1,0,0,0,0,22352,Carport,Heat Pump,Central AC,Flat,Slab,Hardwood,Wood,Municipal,Municipal,Summer,249000.0,225039,-23961.0,-10.65
PROP_0127,Meriden,Condo,2,1.0,952.0,8712.0,59,1,Fair,1,0,0,0,1,1,1,25,20,1,0,1,256,0,6,31,28,9,0,3558,1177,60,1,0,1,1,1,9367,Driveway,Heat Pump,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Wood,Municipal,Municipal,Summer,184900.0,260384,75484.0,28.99
PROP_0128,Branford,Single Family,5,3.0,2783.0,18730.8,51,2,Fair,3,1,1,1,1,1,0,25,20,1,0,0,0,0,6,93,78,11,0,7233,1986,30,3,0,0,1,0,12887,Driveway,Oil,Window Units,Asphalt Shingle,Crawl Space,Hardwood,Vinyl Siding,Well,Municipal,Fall,319900.0,328411,8511.0,2.59
PROP_0129,Hamden,Single Family,3,2.0,1645.0,30056.399999999998,63,2,Distressed,2,0,1,0,1,1,0,25,20,0,0,0,0,0,8,61,57,6,1,7044,1995,90,0,0,0,0,0,31808,Driveway,Electric,Window Units,Metal,Basement,Tile,Vinyl Siding,Municipal,Septic,Spring,354000.0,342385,-11615.0,-3.39
PROP_0130,Madison,Single Family,4,3.0,1925.0,10454.4,38,2,Fair,3,0,0,0,0,1,1,24,19,0,1,0,0,0,9,49,37,11,0,23504,7717,30,1,0,0,0,0,69230,Garage,Gas,None,Asphalt Shingle,Basement,Laminate,Brick,Municipal,Septic,Fall,1250000.0,1305011,55011.0,4.22
PROP_0131,Fairfield,Single Family,4,4.0,3588.0,119790.0,54,2,Fair,3,0,1,1,1,1,0,25,20,1,0,0,0,0,7,26,24,6,1,22064,8461,30,0,0,0,0,0,58064,Garage,Electric,Central AC,Tile,Slab,Carpet,Wood,Municipal,Septic,Spring,1299000.0,1315175,16175.0,1.23
PROP_0132,Hebron,Single Family,2,2.0,1574.0,8712.0,55,1,Poor,1,0,1,1,0,0,1,25,20,1,1,0,0,0,7,39,30,7,1,8258,2280,10,0,0,0,1,0,15598,Driveway,Gas,Window Units,Metal,Slab,Laminate,Wood,Municipal,Municipal,Summer,349900.0,365265,15365.0,4.21
PROP_0133,Berlin,Condo,1,1.0,856.0,8712.0,49,1,Poor,0,0,0,0,1,1,0,25,20,1,0,1,413,0,8,66,61,7,1,2255,1021,120,0,0,0,1,0,14550,Driveway,Oil,None,Metal,Slab,Laminate,Brick,Municipal,Municipal,Summer,159000.0,165512,6512.0,3.93
PROP_0134,Milford,Single Family,2,2.0,1120.0,8712.0,62,1,Distressed,1,0,0,0,1,0,1,25,20,1,0,0,0,0,8,35,30,2,0,3869,1933,60,2,0,0,0,0,57350,Street,Oil,Central AC,Tile,Basement,Hardwood,Wood,Municipal,Municipal,Winter,299900.0,290857,-9043.0,-3.11
PROP_0135,Greenwich,Single Family,5,9.0,6140.0,8712.0,52,2,Fair,3,1,1,1,1,0,1,25,20,0,1,0,0,0,7,28,22,8,1,44456,22944,10,0,0,0,1,1,89319,Street,Electric,Central AC,Asphalt Shingle,Slab,Hardwood,Stucco,Municipal,Municipal,Summer,3500000.0,3832940,332940.0,8.69
PROP_0136,Stamford,Single Family,6,3.0,2488.0,7840.799999999999,57,1,Fair,3,0,0,0,1,0,1,25,20,1,1,0,0,0,6,33,23,9,0,11873,3318,180,0,0,0,0,2,25705,Street,Gas,Central AC,Metal,Crawl Space,Carpet,Wood,Municipal,Municipal,Summer,599000.0,767393,168393.0,21.94
PROP_0137,New Canaan,Single Family,4,4.0,3200.0,200375.99999999997,52,2,Poor,3,0,0,1,1,1,0,25,20,1,0,0,0,0,8,93,68,2,0,38151,12163,120,1,0,0,1,3,127049,Driveway,Gas,None,Asphalt Shingle,Basement,Laminate,Brick,Municipal,Municipal,Winter,2100000.0,2065017,-34983.0,-1.69
PROP_0138,Bridgeport,Townhouse,4,3.0,2200.0,4791.6,48,2,Fair,3,0,1,0,1,1,1,25,20,1,0,1,454,0,5,76,70,11,0,6717,3309,60,0,0,0,0,0,13582,Driveway,Heat Pump,Central AC,Asphalt Shingle,Basement,Hardwood,Stucco,Municipal,Municipal,Fall,529900.0,520796,-9104.0,-1.75
PROP_0139,Meriden,Single Family,3,2.0,1040.0,13503.6,51,1,Poor,2,0,0,0,0,1,1,15,20,1,0,0,0,0,6,58,49,9,0,6474,1680,20,0,0,0,0,0,25722,Carport,Gas,Window Units,Tile,Crawl Space,Hardwood,Brick,Municipal,Municipal,Summer,259900.0,283723,23823.0,8.4
PROP_0140,Westport,Single Family,4,2.0,1593.0,27878.4,10,2,Good,3,0,1,0,1,1,1,5,6,0,0,0,0,0,6,67,55,5,1,42409,19468,20,0,0,0,1,0,34943,Garage,Electric,Central AC,Asphalt Shingle,Slab,Carpet,Stucco,Municipal,Municipal,Spring,3295000.0,3682248,387248.0,10.52
PROP_0141,Stamford,Single Family,2,3.0,1204.0,8712.0,54,1,Poor,1,0,1,0,1,1,1,25,20,0,0,0,0,0,7,97,92,4,1,4215,1874,120,1,0,0,1,1,28398,Carport,Gas,Window Units,Metal,Slab,Laminate,Wood,Municipal,Municipal,Spring,345000.0,351543,6543.0,1.86
PROP_0142,Stamford,Single Family,3,2.0,1840.0,10018.800000000001,45,2,Poor,2,0,1,0,1,1,1,16,20,0,1,0,0,0,7,69,55,11,0,14010,3988,20,0,0,0,1,2,37717,Carport,Gas,Central AC,Asphalt Shingle,Slab,Hardwood,Vinyl Siding,Municipal,Municipal,Fall,699000.0,740449,41449.0,5.6
PROP_0143,Oxford,Single Family,4,3.0,2917.0,65340.0,57,2,Poor,3,0,0,1,1,0,1,25,20,1,0,0,0,0,7,38,32,1,0,11531,3672,120,0,0,0,1,0,39580,Driveway,Oil,Central AC,Asphalt Shingle,Crawl Space,Carpet,Brick,Municipal,Municipal,Winter,625000.0,619394,-5606.0,-0.91
PROP_0144,Hartford,Condo,2,1.0,865.0,8712.0,50,1,Fair,1,0,0,0,1,1,1,24,20,1,1,1,265,0,5,78,69,9,0,1561,450,30,2,0,0,1,0,3607,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Tile,Stucco,Municipal,Municipal,Summer,74000.0,76671,2671.0,3.48
PROP_0145,New London,Single Family,7,3.0,2595.0,6098.400000000001,49,2,Fair,3,0,0,0,0,1,0,15,20,0,0,0,0,0,6,63,56,7,1,3042,1503,120,0,0,0,1,0,7724,Driveway,Gas,Window Units,Asphalt Shingle,Crawl Space,Laminate,Stucco,Municipal,Municipal,Summer,239900.0,245863,5963.0,2.43
PROP_0146,Stamford,Single Family,6,4.0,3432.0,43560.0,59,3,Fair,3,0,1,0,0,1,0,25,20,0,0,0,0,0,7,38,31,3,0,11567,5064,30,0,0,0,0,0,42359,Carport,Gas,Window Units,Asphalt Shingle,Slab,Tile,Brick,Well,Municipal,Winter,885000.0,936487,51487.0,5.5
PROP_0147,Bristol,Single Family,2,2.0,1092.0,8712.0,66,1,Poor,1,0,1,1,0,1,1,25,20,0,0,0,0,0,7,27,26,2,0,1816,847,90,0,0,0,1,0,13787,Garage,Gas,None,Asphalt Shingle,Slab,Tile,Brick,Municipal,Municipal,Winter,149900.0,163400,13500.0,8.26
PROP_0148,Manchester,Single Family,3,2.0,1828.0,22215.600000000002,59,2,Poor,2,0,0,1,1,1,1,25,20,0,1,0,0,0,9,61,46,5,1,7934,2126,60,1,0,0,1,0,20884,Garage,Gas,Window Units,Metal,Slab,Hardwood,Brick,Municipal,Municipal,Spring,349900.0,359488,9588.0,2.67
PROP_0149,Hamden,Single Family,2,2.0,1350.0,8712.0,47,1,Poor,1,0,0,0,0,1,1,20,20,1,0,0,0,0,7,46,43,2,0,5132,1381,90,0,0,0,1,1,23780,Carport,Gas,Central AC,Metal,Crawl Space,Tile,Brick,Municipal,Municipal,Winter,209900.0,224656,14756.0,6.57
PROP_0150,Oxford,Single Family,3,2.0,2589.0,71438.4,49,2,Poor,2,1,0,1,1,1,0,25,20,1,0,0,0,0,8,62,46,9,0,9045,2943,90,2,0,0,0,0,46449,Garage,Gas,None,Asphalt Shingle,Basement,Tile,Vinyl Siding,Municipal,Municipal,Summer,489900.0,506976,17076.0,3.37
PROP_0151,Seymour,Condo,2,1.0,925.0,8712.0,56,1,Poor,1,0,0,0,1,0,1,19,20,0,0,1,218,0,5,63,51,4,1,2867,885,20,1,0,0,1,1,6206,Garage,Gas,Window Units,Asphalt Shingle,Slab,Carpet,Wood,Municipal,Septic,Spring,140000.0,146273,6273.0,4.29
PROP_0152,Watertown,Townhouse,4,3.0,2266.0,27007.2,63,1,Distressed,3,0,1,0,1,0,1,25,20,0,1,1,243,1,5,55,44,4,1,7931,2829,60,2,0,0,1,0,62643,Street,Electric,Central AC,Asphalt Shingle,Basement,Laminate,Vinyl Siding,Municipal,Municipal,Spring,479900.0,443014,-36886.0,-8.33
PROP_0153,Ledyard,Condo,3,1.0,960.0,16117.199999999999,56,1,Fair,2,0,0,0,1,0,0,24,20,0,0,1,113,0,5,59,53,3,0,3173,1337,30,2,0,0,0,0,5710,Street,Heat Pump,Central AC,Flat,Crawl Space,Tile,Brick,Municipal,Municipal,Winter,240000.0,243022,3022.0,1.24
PROP_0154,Naugatuck,Single Family,2,2.0,1650.0,8712.0,61,2,Poor,1,0,0,0,0,1,0,18,20,0,0,0,0,0,7,78,69,6,1,4919,2140,30,0,0,0,0,2,34182,Carport,Electric,Central AC,Asphalt Shingle,Basement,Carpet,Brick,Municipal,Municipal,Spring,340000.0,322901,-17099.0,-5.3
PROP_0155,Greenwich,Single Family,6,8.0,5086.0,47044.8,37,3,Fair,3,1,1,1,1,1,1,16,17,0,0,0,0,0,6,44,40,5,1,82152,28045,120,0,0,0,0,1,123820,Garage,Gas,Window Units,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Spring,4795000.0,4594517,-200483.0,-4.36
PROP_0156,Norwich,Single Family,7,7.0,4878.0,16117.199999999999,67,3,Poor,3,0,0,1,1,0,1,25,20,0,0,0,0,0,5,79,59,10,0,5870,2154,180,1,0,0,0,0,36875,Street,Electric,Central AC,Asphalt Shingle,Slab,Laminate,Wood,Municipal,Municipal,Fall,389900.0,431738,41838.0,9.69
PROP_0157,Bridgeport,Townhouse,2,1.0,948.0,8712.0,58,1,Poor,1,0,1,0,1,1,0,20,20,1,1,1,272,0,9,61,48,9,0,1747,630,10,1,0,0,1,0,6487,Garage,Electric,None,Asphalt Shingle,Crawl Space,Carpet,Vinyl Siding,Well,Municipal,Summer,100000.0,102091,2091.0,2.05
