property_id,neighborhood,property_type,bedrooms,bathrooms,square_feet,lot_size,age,stories,condition,garage_spaces,has_pool,has_fireplace,has_deck,has_fence,has_central_heat,has_central_air,years_since_roof_replaced,years_since_hvac_replaced,kitchen_updated,bathrooms_updated,has_hoa,hoa_fee,has_special_assessment,school_rating,walk_score,transit_score,listing_month,is_spring_summer,annual_tax,estimated_rent,days_on_market,price_reductions,is_foreclosure,has_lien,owner_occupied,num_distress_keywords,estimated_repair_cost,parking_type,heating_type,cooling_type,roof_type,foundation_type,flooring_type,exterior_type,water_source,sewer_type,listing_season,listed_price,true_market_value,spread,spread_percentage,predicted_market_value,predicted_spread,predicted_spread_pct,prediction_error,prediction_error_pct,distress_score,estimated_profit,opportunity_score
PROP_0517,Brookfield,Single Family,4,3.0,1880.0,40075.2,54,2,Fair,3,0,1,1,1,0,1,25,20,0,0,0,0,0,8,22,16,2,0,12071,2704,60,0,1,0,0,0,26867,Street,Gas,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Wood,Municipal,Septic,Winter,500000.0,625725,125725.0,20.09,625826,125826.0,20.11,101,0.02,26.0,83959.0,53.82
PROP_0256,Waterbury,Single Family,3,2.0,1272.0,6534.0,47,1,Fair,2,0,0,0,0,1,0,25,20,0,1,0,0,0,9,62,56,9,0,2609,1186,90,1,1,0,0,1,9321,Driveway,Gas,,Asphalt Shingle,Crawl Space,Carpet,Vinyl Siding,Municipal,Municipal,Summer,180000.0,239840,59840.0,24.95,227944,47944.0,21.03,-11896,-4.96,44.0,23623.0,53.22
PROP_0333,Westport,Single Family,5,9.0,7193.0,87120.0,43,2,Fair,3,0,0,1,1,1,1,22,17,0,0,0,0,0,8,27,20,5,1,87255,25581,10,0,0,0,1,2,167430,Driveway,Gas,Central AC,Asphalt Shingle,Crawl Space,Laminate,Brick,Municipal,Septic,Spring,3995000.0,4473216,478216.0,10.69,4473359,478359.0,10.69,143,0.0,11.0,295929.0,53.17
PROP_0719,Southbury,Townhouse,2,2.0,1432.0,8712.0,46,1,Fair,1,0,0,0,1,1,1,25,19,1,0,1,257,0,7,79,57,5,1,6451,2141,180,1,0,0,0,0,11342,Driveway,Electric,Central AC,Asphalt Shingle,Basement,Tile,Brick,Municipal,Municipal,Spring,325000.0,410111,85111.0,20.75,410035,85035.0,20.74,-76,-0.02,28.0,58693.0,52.95
PROP_0942,Watertown,Single Family,3,3.0,1778.0,16988.4,56,2,Poor,2,0,0,0,1,1,0,25,20,0,0,0,0,0,7,72,57,5,1,6913,2363,20,3,1,0,0,0,41509,Garage,Gas,Central AC,Flat,Crawl Space,Laminate,Wood,Municipal,Municipal,Spring,359900.0,395103,35203.0,8.91,447911,88011.0,19.65,52808,13.37,52.0,31502.0,52.85
PROP_0204,West Hartford,Single Family,4,2.0,2020.0,9147.6,59,1,Poor,3,0,0,1,1,1,1,25,20,1,0,0,0,0,7,62,48,4,1,4416,2003,180,0,1,0,1,0,14953,Carport,Gas,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Spring,314900.0,390469,75569.0,19.35,390447,75547.0,19.35,-22,-0.01,38.0,45594.0,50.86
PROP_0908,Mansfield,Single Family,3,3.0,1536.0,156816.0,48,2,Poor,2,0,1,1,0,1,1,20,20,0,1,0,0,0,7,38,33,6,1,6931,1901,60,1,1,0,0,0,34960,Street,Electric,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Vinyl Siding,Municipal,Municipal,Spring,299900.0,377053,77153.0,20.46,376995,77095.0,20.45,-58,-0.02,36.0,27135.0,50.81
PROP_0677,Simsbury,Single Family,4,4.0,3985.0,60548.399999999994,54,2,Fair,3,0,0,1,1,1,0,25,20,1,1,0,0,0,6,100,98,6,1,9359,4089,20,1,0,0,0,0,21974,Garage,Oil,Window Units,Asphalt Shingle,Slab,Laminate,Vinyl Siding,Municipal,Municipal,Spring,619900.0,614216,-5684.0,-0.93,763090,143190.0,18.76,148874,24.24,12.0,106216.0,50.54
PROP_0639,Preston,Single Family,4,3.0,3315.0,5693291.999999999,51,3,Poor,3,0,1,0,1,1,0,25,20,0,0,0,0,0,6,58,48,7,1,11174,4838,10,0,1,1,0,2,53870,Driveway,Gas,Window Units,Metal,Slab,Tile,Brick,Municipal,Municipal,Summer,895000.0,1057993,162993.0,15.41,1057832,162832.0,15.39,-161,-0.02,46.0,93962.0,49.38
PROP_0845,Trumbull,Single Family,3,3.0,1896.0,10018.8,45,2,Fair,2,0,1,0,1,1,0,14,20,0,1,0,0,0,6,34,25,8,1,12912,4118,120,0,0,0,1,0,23270,Driveway,Gas,Central AC,Asphalt Shingle,Crawl Space,Tile,Brick,Municipal,Municipal,Summer,624900.0,711590,86690.0,12.18,765051,140151.0,18.32,53461,7.51,12.0,101881.0,49.23
PROP_0840,Washington,Single Family,7,7.0,5478.0,235224.00000000003,55,2,Fair,3,0,0,1,1,1,1,21,20,0,0,0,0,0,7,44,34,11,0,77220,19332,20,0,0,0,1,0,139581,Garage,Oil,Central AC,Asphalt Shingle,Crawl Space,Tile,Brick,Municipal,Municipal,Fall,3495000.0,3914488,419488.0,10.72,3914500,419500.0,10.72,12,0.0,2.0,264919.0,48.33
PROP_0033,Middlefield,Townhouse,1,1.0,530.0,8276.4,55,1,Fair,0,0,0,0,0,0,1,25,20,0,1,0,0,0,6,69,55,5,1,1974,712,10,1,0,1,1,0,7788,Garage,Gas,Window Units,Asphalt Shingle,Crawl Space,Laminate,Vinyl Siding,Municipal,Municipal,Spring,129900.0,164256,34356.0,20.92,164287,34387.0,20.93,31,0.02,26.0,11599.0,48.22
PROP_0310,Winchester,Single Family,5,3.0,2482.0,601128.0,57,2,Fair,3,0,0,1,1,1,0,25,20,0,1,0,0,0,9,58,54,1,0,5209,2211,10,1,1,0,0,0,13578,Garage,Heat Pump,Central AC,Asphalt Shingle,Slab,Hardwood,Vinyl Siding,Municipal,Municipal,Winter,365000.0,439137,74137.0,16.88,446798,81798.0,18.31,7661,1.74,31.0,53220.0,48.14
PROP_0021,Torrington,Townhouse,2,2.0,1095.0,8712.0,57,1,Fair,1,0,1,0,1,1,1,25,20,0,1,0,0,0,7,41,38,10,0,2126,781,20,0,1,0,0,0,5921,Driveway,Gas,Window Units,Asphalt Shingle,Basement,Tile,Brick,Municipal,Municipal,Fall,132900.0,168425,35525.0,21.09,168430,35530.0,21.09,5,0.0,22.0,14609.0,48.04
PROP_0911,Norwalk,Single Family,2,2.0,1218.0,7405.200000000001,42,1,Fair,1,0,1,0,1,1,1,25,20,0,1,0,0,0,7,90,82,7,1,5382,2733,180,0,0,0,1,0,15003,Driveway,Electric,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Summer,439000.0,538949,99949.0,18.55,538988,99988.0,18.55,39,0.01,18.0,69985.0,47.7
PROP_0311,Cromwell,Single Family,3,2.0,1448.0,8712.0,66,1,Distressed,2,0,0,1,1,1,1,25,20,0,0,0,0,0,9,99,73,12,0,2585,1295,90,1,0,1,1,0,35853,Driveway,Gas,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Fall,209900.0,263093,53193.0,20.22,263090,53190.0,20.22,-3,-0.0,34.0,2337.0,47.47
PROP_0817,Southington,Single Family,3,3.0,1228.0,27007.2,51,1,Poor,2,0,0,1,0,0,1,25,20,1,0,0,0,0,8,53,38,5,1,3833,1989,60,0,1,0,1,2,32490,Driveway,Oil,Central AC,Asphalt Shingle,Slab,Hardwood,Brick,Municipal,Septic,Spring,314900.0,386289,71389.0,18.48,386409,71509.0,18.51,120,0.03,36.0,24019.0,46.62
PROP_0226,West Hartford,Single Family,3,2.0,1556.0,13503.6,48,2,Fair,2,0,0,0,1,1,1,18,20,0,1,0,0,0,7,76,66,6,1,6340,2194,20,0,1,0,1,0,11902,Street,Gas,Central AC,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Spring,389900.0,476016,86116.0,18.09,476049,86149.0,18.1,33,0.01,22.0,59247.0,46.52
PROP_0828,Milford,Townhouse,3,3.0,2000.0,3920.4,55,2,Poor,2,0,1,0,1,1,0,25,20,0,0,1,188,1,7,26,21,3,0,8696,3447,90,3,1,0,0,0,46624,Garage,Gas,Central AC,Asphalt Shingle,Basement,Carpet,Wood,Municipal,Municipal,Winter,549900.0,650109,100209.0,15.41,650070,100170.0,15.41,-39,-0.01,59.0,38546.0,46.47
PROP_0537,Windsor,Single Family,2,2.0,1224.0,8712.0,61,1,Poor,1,0,1,0,0,1,1,25,20,0,1,0,0,0,7,35,33,4,1,5058,1356,30,3,1,0,0,0,19750,Driveway,Electric,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Spring,215000.0,258608,43608.0,16.86,258614,43614.0,16.86,6,0.0,53.0,8864.0,45.21
PROP_0100,Southington,Single Family,3,2.0,1929.0,16552.8,50,2,Poor,2,0,1,1,0,0,1,25,20,0,0,0,0,0,7,94,73,7,1,5875,2119,30,0,0,1,0,1,18565,Driveway,Heat Pump,Central AC,Tile,Basement,Hardwood,Vinyl Siding,Municipal,Septic,Summer,389000.0,473140,84140.0,17.78,473075,84075.0,17.77,-65,-0.01,23.0,50510.0,45.19
PROP_0197,Naugatuck,Townhouse,3,2.0,1338.0,3920.4,61,1,Poor,2,0,0,0,0,1,1,24,20,1,0,0,0,0,8,18,15,8,1,6336,1624,180,0,0,0,0,1,11400,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Tile,Wood,Municipal,Septic,Summer,269900.0,330946,61046.0,18.45,331037,61137.0,18.47,91,0.03,23.0,34737.0,45.01
PROP_0328,Naugatuck,Single Family,5,3.0,1704.0,13503.6,55,1,Poor,3,0,0,1,1,1,0,25,20,1,1,0,0,0,8,47,35,5,1,5664,1951,180,1,0,0,1,1,34606,Garage,Electric,Window Units,Asphalt Shingle,Slab,Carpet,Brick,Municipal,Municipal,Spring,299900.0,360491,60591.0,16.81,366915,67015.0,18.26,6424,1.78,33.0,17409.0,44.86
PROP_0900,Bethel,Single Family,3,3.0,2400.0,8712.0,47,1,Poor,2,0,0,0,0,1,0,17,20,0,0,0,0,0,8,33,24,4,1,7320,2930,30,0,0,1,1,0,33111,Driveway,Gas,Window Units,Metal,Slab,Tile,Brick,Municipal,Municipal,Spring,527483.0,638591,111108.0,17.4,638615,111132.0,17.4,24,0.0,18.0,63021.0,44.7
PROP_0993,North Haven,Townhouse,3,3.0,1906.0,8712.0,59,2,Poor,2,0,1,0,1,1,0,25,20,0,0,1,458,0,7,74,61,5,1,6018,2856,20,3,1,0,1,0,26706,Garage,Gas,Central AC,Asphalt Shingle,Crawl Space,Laminate,Vinyl Siding,Municipal,Municipal,Spring,469900.0,552203,82303.0,14.9,552269,82369.0,14.91,66,0.01,52.0,40663.0,44.29
PROP_0737,Hartford,Single Family,8,2.0,3732.0,7405.200000000001,56,3,Poor,3,0,0,1,1,1,1,25,20,0,1,0,0,0,6,51,36,10,0,3680,1225,180,0,0,0,0,0,12720,Garage,Electric,Central AC,Asphalt Shingle,Slab,Laminate,Vinyl Siding,Municipal,Municipal,Fall,210000.0,234007,24007.0,10.26,259270,49270.0,19.0,25263,10.8,18.0,21550.0,43.76
PROP_0851,Prospect,Single Family,3,3.0,2800.0,47044.8,48,2,Poor,2,1,1,0,0,1,0,21,20,1,1,0,0,0,7,38,37,3,0,7824,2817,180,0,0,1,0,1,48524,Driveway,Electric,Central AC,Metal,Crawl Space,Carpet,Brick,Municipal,Municipal,Winter,489975.0,585604,95629.0,16.33,585667,95692.0,16.34,63,0.01,38.0,32168.0,43.5
PROP_0656,Glastonbury,Single Family,4,3.0,2228.0,24829.199999999997,54,1,Poor,3,0,0,1,0,1,1,25,20,0,0,0,0,0,6,39,31,2,0,6417,2498,180,0,0,0,1,0,32425,Carport,Oil,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Winter,384900.0,490401,105501.0,21.51,469228,84328.0,17.97,-21173,-4.32,18.0,36903.0,43.23
PROP_0433,Milford,Single Family,4,3.0,2886.0,3920.4,46,1,Fair,3,0,1,1,1,1,1,25,20,0,1,0,0,0,7,49,48,3,0,45791,15478,20,3,0,0,1,0,137348,Garage,Electric,,Asphalt Shingle,Crawl Space,Tile,Wood,Municipal,Municipal,Winter,2759000.0,3071605,312605.0,10.18,3071558,312558.0,10.18,-47,-0.0,32.0,160210.0,42.78
PROP_0626,Stamford,Single Family,4,2.0,1588.0,13939.2,62,1,Poor,3,0,0,0,0,1,0,25,20,1,1,0,0,0,8,15,12,2,0,8667,2939,30,1,0,0,1,1,36775,Garage,Electric,Central AC,Tile,Basement,Laminate,Vinyl Siding,Municipal,Municipal,Winter,460000.0,497979,37979.0,7.63,555543,95543.0,17.2,57564,11.56,18.0,43768.0,42.38
PROP_0056,New Britain,Single Family,3,2.0,2240.0,8712.0,64,1,Poor,2,0,1,1,1,0,1,25,20,1,1,0,0,0,7,87,85,2,0,7045,1686,120,1,0,1,1,0,15044,Street,Electric,Central AC,Asphalt Shingle,Slab,Laminate,Brick,Municipal,Municipal,Winter,299900.0,357327,57427.0,16.07,357326,57426.0,16.07,-1,-0.0,37.0,27382.0,42.28
PROP_0234,Weston,Single Family,4,5.0,4750.0,87555.59999999999,53,2,Fair,3,0,0,1,0,0,1,25,20,1,0,0,0,0,7,51,46,1,0,42372,11383,120,0,0,0,0,0,119140,Driveway,Electric,,Asphalt Shingle,Basement,Laminate,Wood,Municipal,Municipal,Winter,2100000.0,2386435,286435.0,12.0,2386177,286177.0,11.99,-258,-0.01,12.0,152037.0,41.58
PROP_0434,Avon,Single Family,4,5.0,2888.0,87555.59999999999,65,2,Poor,3,0,1,1,0,0,1,25,20,0,1,0,0,0,6,36,35,3,0,9143,3020,180,2,0,0,1,1,40890,Street,Gas,Window Units,Asphalt Shingle,Basement,Tile,Vinyl Siding,Well,Septic,Winter,519900.0,609750,89850.0,14.74,609747,89847.0,14.74,-3,-0.0,43.0,33957.0,41.48
PROP_0440,Griswold,Townhouse,3,4.0,2064.0,273556.8,44,2,Fair,2,0,0,0,1,1,1,25,20,0,0,1,232,0,8,27,23,6,1,24859,6577,10,2,0,0,1,0,31798,Driveway,Gas,Window Units,Asphalt Shingle,Basement,Hardwood,Brick,Well,Septic,Spring,1100000.0,1260763,160763.0,12.75,1260706,160706.0,12.75,-57,-0.0,21.0,113908.0,41.09
PROP_0471,Hamden,Single Family,4,2.0,1400.0,16117.2,52,1,Fair,3,0,0,1,1,1,0,25,20,1,0,0,0,0,8,80,63,8,1,3991,1762,20,1,1,0,1,0,17577,Garage,Oil,Central AC,Flat,Slab,Carpet,Brick,Well,Municipal,Summer,295000.0,350602,55602.0,15.86,350449,55449.0,15.82,-153,-0.04,32.0,22872.0,40.33
PROP_0883,Stamford,Single Family,4,3.0,2550.0,48351.600000000006,47,1,Fair,3,0,0,1,1,1,1,25,20,1,0,0,0,0,8,78,61,11,0,7936,3589,20,2,0,0,0,0,14164,Garage,Gas,Central AC,Asphalt Shingle,Slab,Tile,Vinyl Siding,Municipal,Septic,Fall,575000.0,572879,-2121.0,-0.37,672231,97231.0,14.46,99352,17.34,22.0,68067.0,40.13
PROP_0188,Bristol,Single Family,6,2.0,2400.0,3920.4,49,2,Fair,3,0,0,0,1,1,0,25,20,0,1,0,0,0,7,55,47,8,1,3839,1681,10,0,0,1,1,2,6195,Garage,Gas,Window Units,Asphalt Shingle,Slab,Hardwood,Vinyl Siding,Municipal,Municipal,Summer,277000.0,329441,52441.0,15.92,329339,52339.0,15.89,-102,-0.03,26.0,31144.0,40.09
PROP_0527,Ledyard,Single Family,4,4.0,3388.0,60112.8,51,2,Fair,3,1,1,1,1,1,1,25,20,1,1,0,0,0,7,75,74,9,0,8475,2235,20,0,0,0,0,2,18353,Street,Gas,Central AC,Tile,Basement,Hardwood,Brick,Municipal,Municipal,Summer,340000.0,356419,16419.0,4.61,409246,69246.0,16.92,52827,14.82,12.0,35893.0,39.83
PROP_0753,North Haven,Townhouse,3,3.0,1906.0,8712.0,59,1,Fair,2,0,1,0,0,1,0,25,20,1,0,1,419,0,9,82,65,8,1,5705,2716,90,3,0,0,0,0,22514,Garage,Gas,Central AC,Asphalt Shingle,Slab,Tile,Brick,Municipal,Municipal,Summer,444900.0,476576,31676.0,6.65,517797,72897.0,14.08,41221,8.65,39.0,35383.0,39.5
PROP_0988,Meriden,Condo,1,1.0,668.0,8712.0,16,1,Good,0,0,1,0,0,1,1,11,7,0,1,1,201,0,8,27,22,9,0,22638,7297,20,0,0,0,1,0,28694,Garage,Electric,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Well,Municipal,Summer,1300000.0,1485024,185024.0,12.46,1485047,185047.0,12.46,23,0.0,2.0,141353.0,39.46
PROP_0203,Orange,Single Family,2,3.0,1150.0,8712.0,53,1,Fair,1,0,0,0,1,0,1,25,20,0,1,0,0,0,6,82,78,9,0,4117,1150,180,3,0,0,0,0,5878,Garage,Electric,Window Units,Asphalt Shingle,Slab,Laminate,Stucco,Municipal,Septic,Summer,186000.0,217284,31284.0,14.4,217236,31236.0,14.38,-48,-0.02,48.0,10358.0,39.4
PROP_0195,New Haven,Townhouse,3,1.0,1673.0,4356.0,63,2,Distressed,2,0,1,0,0,0,0,25,20,1,1,1,373,0,7,43,31,5,1,3899,1093,60,1,0,1,1,0,14823,Garage,Gas,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Spring,168900.0,201771,32871.0,16.29,201843,32943.0,16.32,72,0.04,31.0,3120.0,39.15
PROP_0581,Guilford,Single Family,4,4.0,3200.0,43995.6,54,3,Fair,3,0,1,1,1,1,0,25,20,0,0,0,0,0,6,72,54,8,1,15626,5420,60,2,0,0,0,1,20532,Carport,Gas,Window Units,Asphalt Shingle,Slab,Carpet,Wood,Municipal,Septic,Summer,824900.0,939479,114579.0,12.2,939384,114484.0,12.19,-95,-0.01,31.0,78952.0,38.48
PROP_0008,Scotland,Townhouse,3,2.0,1848.0,87120.0,45,2,Poor,2,0,0,0,0,1,1,21,20,1,0,1,250,0,8,51,44,3,0,10544,2830,180,0,0,0,1,0,47852,Garage,Electric,Central AC,Asphalt Shingle,Slab,Laminate,Vinyl Siding,Municipal,Municipal,Winter,429000.0,512976,83976.0,16.37,512964,83964.0,16.37,-12,-0.0,18.0,21112.0,38.45
PROP_0609,Hartford,Single Family,9,3.0,4344.0,5227.2,57,2,Poor,3,0,0,0,1,1,1,21,20,0,0,0,0,0,5,31,21,2,0,3973,1955,180,0,0,1,0,0,35354,Carport,Gas,Central AC,Tile,Crawl Space,Carpet,Brick,Well,Municipal,Winter,319900.0,377992,58092.0,15.37,377961,58061.0,15.36,-31,-0.01,33.0,7707.0,38.09
PROP_0475,Wilton,Single Family,3,1.0,1188.0,31798.8,60,1,Poor,2,0,1,1,0,1,0,19,20,0,1,0,0,0,5,85,79,8,1,8326,2793,180,3,0,0,1,0,52792,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Laminate,Brick,Well,Municipal,Summer,479900.0,555578,75678.0,13.62,555558,75658.0,13.62,-20,-0.0,48.0,7866.0,37.63
PROP_0088,Southbury,Single Family,2,2.0,1044.0,8712.0,47,1,Poor,1,0,1,1,0,1,1,25,19,1,0,0,0,0,7,66,57,8,1,3044,1512,10,0,1,0,0,1,23762,Street,Oil,Window Units,Metal,Basement,Tile,Vinyl Siding,Municipal,Municipal,Summer,230000.0,261309,31309.0,11.98,273662,43662.0,15.95,12353,4.73,26.0,4900.0,37.59
PROP_0614,Bridgeport,Single Family,3,2.0,1604.0,7405.200000000001,55,2,Poor,2,0,0,0,0,1,1,25,20,1,0,0,0,0,6,59,47,10,0,3834,1812,30,2,1,0,0,2,16684,Garage,Gas,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Fall,289900.0,332755,42855.0,12.88,332689,42789.0,12.86,-66,-0.02,53.0,11105.0,37.43
PROP_0158,Stafford Springs,Condo,2,1.0,768.0,1896602.4,49,1,Fair,1,0,1,0,0,1,1,18,20,0,0,1,169,0,6,52,43,3,0,9746,3603,10,2,0,0,1,0,11853,Driveway,Oil,,Asphalt Shingle,Crawl Space,Tile,Vinyl Siding,Municipal,Municipal,Winter,549900.0,552427,2527.0,0.46,636270,86370.0,13.57,83843,15.18,21.0,59517.0,37.29
PROP_0601,Milford,Condo,1,1.0,902.0,8712.0,47,1,Poor,0,0,0,0,1,1,1,25,20,0,1,1,161,0,6,41,33,8,1,4598,1607,180,2,1,0,1,0,22359,Garage,Oil,Central AC,Asphalt Shingle,Basement,Carpet,Wood,Municipal,Municipal,Summer,264900.0,299495,34595.0,11.55,302892,37992.0,12.54,3397,1.13,58.0,633.0,36.74
PROP_0260,South Windsor,Single Family,4,3.0,3123.0,40075.2,60,2,Poor,3,0,0,1,0,1,1,25,20,0,0,0,0,0,8,79,57,2,0,13012,4046,60,1,1,0,1,0,35744,Garage,Heat Pump,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Winter,669000.0,904100,235100.0,26.0,761165,92165.0,12.11,-142935,-15.81,36.0,41421.0,35.56
PROP_0791,New Haven,Single Family,5,3.0,1200.0,4356.0,52,1,Fair,3,0,0,0,0,1,1,16,20,0,1,0,0,0,5,94,87,5,1,3186,1369,90,3,0,0,1,0,9618,Garage,Gas,Central AC,Metal,Slab,Carpet,Stucco,Municipal,Municipal,Spring,220000.0,252432,32432.0,12.85,252423,32423.0,12.84,-9,-0.0,39.0,7805.0,34.26
PROP_0006,Mansfield,Single Family,4,3.0,2745.0,65775.6,54,2,Fair,3,0,1,0,1,1,1,25,20,1,0,0,0,0,8,78,64,10,0,8360,3927,120,1,0,0,1,1,35154,Driveway,Gas,Central AC,Asphalt Shingle,Slab,Hardwood,Wood,Municipal,Septic,Fall,599000.0,685354,86354.0,12.6,685434,86434.0,12.61,80,0.01,27.0,36280.0,34.25
PROP_0228,Stamford,Single Family,4,4.0,3987.0,43560.0,53,2,Fair,3,0,1,0,1,1,1,25,20,1,0,0,0,0,6,62,49,11,0,20169,6256,30,2,0,0,1,0,29536,Garage,Heat Pump,Central AC,Flat,Slab,Hardwood,Brick,Municipal,Septic,Fall,975000.0,1094906,119906.0,10.95,1094966,119966.0,10.96,60,0.01,23.0,75430.0,34.06
PROP_0697,Middletown,Single Family,2,2.0,1028.0,8712.0,49,1,Fair,1,0,0,1,0,1,1,17,20,1,1,0,0,0,7,43,42,10,0,3118,1030,10,2,0,0,1,2,7484,Driveway,Gas,Central AC,Metal,Basement,Carpet,Vinyl Siding,Well,Septic,Fall,159999.0,157712,-2287.0,-1.45,185061,25062.0,13.54,27349,17.34,31.0,2578.0,33.54
PROP_0029,Fairfield,Single Family,4,3.0,4336.0,45302.4,45,2,Fair,3,1,0,0,0,1,1,23,20,1,1,0,0,0,8,46,43,11,0,32661,9099,20,0,0,0,0,0,66073,Driveway,Gas,Central AC,Asphalt Shingle,Crawl Space,Tile,Vinyl Siding,Municipal,Municipal,Fall,1499000.0,1687678,188678.0,11.18,1687692,188692.0,11.18,14,0.0,2.0,107619.0,33.52
PROP_0992,West Hartford,Single Family,4,5.0,2917.0,44431.2,47,1,Fair,3,0,0,1,0,1,1,14,20,1,0,0,0,0,5,32,28,10,0,8283,3666,10,1,0,0,0,0,17290,Driveway,Gas,,Tile,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Fall,625000.0,714971,89971.0,12.58,714925,89925.0,12.58,-46,-0.01,11.0,57635.0,33.12
PROP_0118,Plainfield,Single Family,2,2.0,1580.0,8712.0,55,2,Fair,1,0,0,0,0,1,1,25,20,0,0,0,0,0,7,61,50,11,0,7578,2059,180,2,0,0,0,0,16994,Driveway,Electric,Central AC,Asphalt Shingle,Slab,Laminate,Vinyl Siding,Municipal,Municipal,Fall,319000.0,362955,43955.0,12.11,363089,44089.0,12.14,134,0.04,38.0,12095.0,33.09
PROP_0982,New Haven,Single Family,8,4.0,6830.0,18295.2,58,2,Fair,3,0,0,1,0,1,1,24,20,0,1,0,0,0,7,51,46,5,1,26786,8440,20,1,0,0,0,1,49328,Street,Electric,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Spring,1390000.0,1547395,157395.0,10.17,1547398,157398.0,10.17,3,0.0,17.0,93070.0,33.05
PROP_0121,Newtown,Single Family,4,3.0,2760.0,87120.0,57,2,Fair,3,1,1,1,0,1,1,25,20,1,1,0,0,0,6,48,46,9,0,10228,4099,20,1,0,0,1,0,31804,Garage,Heat Pump,,Asphalt Shingle,Crawl Space,Carpet,Brick,Municipal,Septic,Summer,739900.0,844954,105054.0,12.43,844776,104876.0,12.41,-178,-0.02,12.0,58072.0,33.03
PROP_0822,Groton,Townhouse,3,1.0,1905.0,46609.2,51,2,Fair,2,0,0,0,0,1,1,21,20,1,1,1,181,0,5,78,65,1,0,3487,1730,10,2,0,0,0,1,14853,Garage,Electric,Central AC,Asphalt Shingle,Slab,Carpet,Wood,Municipal,Municipal,Winter,265000.0,273700,8700.0,3.18,305791,40791.0,13.34,32091,11.72,26.0,10938.0,32.97
PROP_0897,Manchester,Single Family,3,2.0,1120.0,13068.0,62,1,Poor,2,0,0,1,1,0,0,24,20,0,0,0,0,0,7,83,64,12,0,6033,1387,90,0,1,0,1,0,23292,Street,Heat Pump,Central AC,Metal,Slab,Hardwood,Vinyl Siding,Municipal,Municipal,Fall,249000.0,287710,38710.0,13.45,287708,38708.0,13.45,-2,-0.0,29.0,416.0,32.74
PROP_0973,Chester,Condo,2,1.0,458.0,4356.0,49,1,Poor,1,0,1,0,0,1,0,20,20,0,0,1,498,0,8,86,85,7,1,2288,988,90,0,0,0,0,0,9372,Garage,Oil,Central AC,Asphalt Shingle,Basement,Tile,Wood,Municipal,Municipal,Summer,149900.0,158238,8338.0,5.27,176994,27094.0,15.31,18756,11.85,9.0,2722.0,32.69
PROP_0977,Ridgefield,Single Family,5,4.0,4017.0,80150.40000000001,53,2,Fair,3,1,0,1,0,0,0,18,20,1,0,0,0,0,8,37,36,6,1,20357,7272,30,0,0,0,0,1,66632,Street,Heat Pump,Window Units,Asphalt Shingle,Crawl Space,Laminate,Vinyl Siding,Municipal,Municipal,Spring,1159000.0,1133944,-25056.0,-2.21,1314039,155039.0,11.8,180095,15.88,8.0,73407.0,32.54
PROP_0049,Newtown,Single Family,5,6.0,5016.0,117612.0,57,2,Poor,3,0,0,1,0,1,0,23,20,0,0,0,0,0,7,55,53,9,0,23952,7907,30,1,0,1,1,2,139096,Street,Gas,,Metal,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Summer,1200000.0,1363270,163270.0,11.98,1363323,163323.0,11.98,53,0.0,38.0,9227.0,32.48
PROP_0423,Kent,Townhouse,4,3.0,2272.0,397702.8000000001,58,2,Fair,3,0,1,0,1,1,0,18,20,1,0,1,355,0,7,63,46,5,1,20044,5271,10,1,0,0,1,0,28976,Garage,Electric,Central AC,Asphalt Shingle,Basement,Carpet,Brick,Municipal,Septic,Spring,900000.0,1016410,116410.0,11.45,1016344,116344.0,11.45,-66,-0.01,11.0,72368.0,32.34
PROP_0846,West Hartford,Single Family,2,2.0,1402.0,8712.0,42,1,Fair,1,0,1,0,0,1,0,22,20,0,0,0,0,0,7,59,46,8,1,13576,4024,60,0,0,0,0,2,15130,Garage,Gas,Window Units,Asphalt Shingle,Slab,Tile,Brick,Well,Septic,Summer,679900.0,768650,88750.0,11.55,768644,88744.0,11.55,-6,-0.0,16.0,58614.0,32.16
