property_id,neighborhood,property_type,bedrooms,bathrooms,square_feet,lot_size,age,stories,condition,garage_spaces,has_pool,has_fireplace,has_deck,has_fence,has_central_heat,has_central_air,years_since_roof_replaced,years_since_hvac_replaced,kitchen_updated,bathrooms_updated,has_hoa,hoa_fee,has_special_assessment,school_rating,walk_score,transit_score,listing_month,is_spring_summer,annual_tax,estimated_rent,days_on_market,price_reductions,is_foreclosure,has_lien,owner_occupied,num_distress_keywords,estimated_repair_cost,parking_type,heating_type,cooling_type,roof_type,foundation_type,flooring_type,exterior_type,water_source,sewer_type,listing_season,listed_price,true_market_value,spread,spread_percentage,predicted_market_value,predicted_spread,predicted_spread_pct,prediction_error,prediction_error_pct,distress_score,estimated_profit,opportunity_score
PROP_0213,Newtown,Single Family,5,5.0,4000.0,108900.0,62,3,Poor,3,0,0,1,1,1,1,25,20,0,0,0,0,0,6,64,58,6,1,13969,5667,120,2,0,0,1,0,102689,Garage,Heat Pump,Central AC,Asphalt Shingle,Slab,Carpet,Stucco,Municipal,Municipal,Spring,979900.0,994994,15094.0,1.52,955972,-23928.0,-2.5,-39022,-3.92,32.0,-141617.0,-12.76
PROP_0214,Greenwich,Single Family,2,2.0,1184.0,2613.6,52,1,Fair,1,0,0,1,0,1,0,21,20,1,1,0,0,0,5,71,63,6,1,12279,4888,10,1,0,0,1,0,20190,Street,Gas,Window Units,Asphalt Shingle,Slab,Hardwood,Brick,Municipal,Municipal,Spring,799999.0,780907,-19092.0,-2.44,780858,-19141.0,-2.45,-49,-0.01,11.0,-54331.0,-8.13
PROP_0215,North Haven,Single Family,4,3.0,2272.0,8712.0,61,2,Distressed,3,0,0,0,1,0,1,25,20,1,1,0,0,0,8,55,54,4,1,8359,2796,20,1,0,0,1,0,51049,Garage,Heat Pump,Window Units,Asphalt Shingle,Basement,Tile,Vinyl Siding,Municipal,Municipal,Spring,489900.0,404681,-85219.0,-21.06,435274,-54626.0,-12.55,30593,7.56,12.0,-120675.0,-34.77
PROP_0216,East Windsor,Townhouse,2,2.0,1700.0,8712.0,61,2,Distressed,1,0,0,0,1,1,1,25,20,0,1,1,497,1,8,75,73,5,1,6019,1964,30,0,0,0,1,0,72668,Driveway,Oil,Central AC,Asphalt Shingle,Slab,Tile,Brick,Municipal,Municipal,Spring,349900.0,317906,-31994.0,-10.06,317838,-32062.0,-10.09,-68,-0.02,3.0,-119730.0,-31.55
PROP_0217,New Britain,Single Family,6,3.0,4577.0,10890.0,53,2,Poor,3,0,0,1,1,1,1,25,20,0,0,0,0,0,9,52,49,8,1,8096,2001,20,0,0,0,1,0,37937,Street,Electric,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Wood,Municipal,Municipal,Summer,329900.0,334747,4847.0,1.45,334782,4882.0,1.46,35,0.01,2.0,-48055.0,-1.49
PROP_0218,Ridgefield,Single Family,6,3.0,3534.0,46173.600000000006,45,2,Fair,3,0,0,1,1,1,1,14,20,0,0,0,0,0,9,71,50,11,0,16216,6263,60,2,0,0,1,0,34504,Garage,Gas,Central AC,Metal,Slab,Tile,Wood,Municipal,Septic,Fall,995000.0,962689,-32311.0,-3.36,996610,1610.0,0.16,33921,3.52,26.0,-47894.0,0.73
PROP_0219,Enfield,Townhouse,3,3.0,2142.0,33105.6,46,2,Fair,2,0,1,0,0,1,0,25,18,0,0,1,416,0,8,44,41,1,0,9016,3061,180,0,0,0,0,0,15462,Garage,Gas,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Winter,499900.0,771121,271221.0,35.17,770838,270938.0,35.15,-283,-0.04,18.0,240476.0,97.95
PROP_0220,Naugatuck,Townhouse,3,2.0,1526.0,21780.0,60,2,Distressed,2,0,1,0,1,0,1,25,20,0,0,1,405,0,9,49,45,1,0,3651,1609,20,0,0,0,0,0,36238,Carport,Gas,Window Units,Asphalt Shingle,Crawl Space,Hardwood,Vinyl Siding,Municipal,Municipal,Winter,285000.0,271785,-13215.0,-4.86,271708,-13292.0,-4.89,-77,-0.03,2.0,-64530.0,-15.83
PROP_0221,Canton,Single Family,3,2.0,2046.0,34848.0,50,2,Poor,2,0,1,0,1,1,1,25,20,1,1,0,0,0,5,46,44,10,0,7694,2362,30,2,0,0,0,2,31191,Garage,Gas,Central AC,Asphalt Shingle,Slab,Carpet,Wood,Municipal,Municipal,Fall,359000.0,385313,26313.0,6.83,396587,37587.0,9.48,11274,2.93,33.0,-8604.0,24.7
PROP_0222,Middletown,Single Family,4,3.0,2150.0,13068.0,62,1,Distressed,3,0,0,0,1,1,1,25,20,0,0,0,0,0,8,48,37,7,1,9599,2579,10,0,0,0,0,0,85331,Garage,Electric,Window Units,Metal,Basement,Carpet,Brick,Municipal,Municipal,Summer,429900.0,385431,-44469.0,-11.54,385343,-44557.0,-11.56,-88,-0.02,1.0,-144888.0,-37.41
PROP_0223,Hebron,Single Family,3,3.0,1772.0,8712.0,60,2,Poor,2,0,0,1,1,1,0,25,20,1,1,0,0,0,9,35,32,7,1,4057,1782,60,3,0,0,1,0,18328,Driveway,Heat Pump,Central AC,Metal,Crawl Space,Carpet,Vinyl Siding,Municipal,Municipal,Summer,300900.0,278886,-22014.0,-7.89,279081,-21819.0,-7.82,195,0.07,36.0,-55147.0,-13.95
PROP_0224,Milford,Single Family,2,3.0,2079.0,8712.0,55,2,Poor,1,0,1,0,0,0,0,25,20,0,0,0,0,0,7,32,31,1,0,7286,2209,20,1,0,0,1,0,21886,Street,Electric,Central AC,Asphalt Shingle,Slab,Laminate,Vinyl Siding,Municipal,Municipal,Winter,349900.0,368455,18555.0,5.04,368603,18703.0,5.07,148,0.04,12.0,-18183.0,10.72
PROP_0225,Deep River,Single Family,3,2.0,2130.0,142005.59999999998,51,2,Fair,2,0,0,0,1,0,0,18,20,0,0,0,0,0,6,81,58,6,1,5307,1571,20,1,0,0,1,0,10079,Garage,Gas,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Spring,239900.0,266490,26590.0,9.98,266544,26644.0,10.0,54,0.02,12.0,1565.0,22.56
PROP_0226,West Hartford,Single Family,3,2.0,1556.0,13503.6,48,2,Fair,2,0,0,0,1,1,1,18,20,0,1,0,0,0,7,76,66,6,1,6340,2194,20,0,1,0,1,0,11902,Street,Gas,Central AC,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Spring,389900.0,476016,86116.0,18.09,476049,86149.0,18.1,33,0.01,22.0,59247.0,46.52
PROP_0227,Marlborough,Townhouse,3,2.0,1152.0,41817.6,48,1,Poor,2,0,0,0,0,1,1,19,20,0,0,1,318,0,7,80,70,6,1,5410,1982,30,0,0,0,0,0,13210,Garage,Electric,Central AC,Asphalt Shingle,Slab,Laminate,Vinyl Siding,Municipal,Municipal,Spring,310000.0,309518,-482.0,-0.16,309511,-489.0,-0.16,-7,-0.0,3.0,-28699.0,-2.59
PROP_0228,Stamford,Single Family,4,4.0,3987.0,43560.0,53,2,Fair,3,0,1,0,1,1,1,25,20,1,0,0,0,0,6,62,49,11,0,20169,6256,30,2,0,0,1,0,29536,Garage,Heat Pump,Central AC,Flat,Slab,Hardwood,Brick,Municipal,Septic,Fall,975000.0,1094906,119906.0,10.95,1094966,119966.0,10.96,60,0.01,23.0,75430.0,34.06
PROP_0229,Waterbury,Townhouse,2,2.0,960.0,8276.4,59,1,Fair,1,0,1,0,1,1,1,23,20,0,0,0,0,0,8,72,56,1,0,4991,1316,60,0,0,0,1,1,6330,Driveway,Electric,Central AC,Asphalt Shingle,Slab,Carpet,Stucco,Municipal,Municipal,Winter,217500.0,238532,21032.0,8.82,238409,20909.0,8.77,-123,-0.05,11.0,-421.0,19.7
PROP_0230,Norwalk,Single Family,8,8.0,3540.0,7840.799999999999,50,3,Poor,3,0,0,1,0,1,0,25,20,1,0,0,0,0,5,51,41,9,0,17742,5311,20,2,0,0,0,1,101236,Driveway,Gas,Central AC,Metal,Crawl Space,Carpet,Stucco,Municipal,Municipal,Summer,859000.0,876442,17442.0,1.99,876391,17391.0,1.98,-51,-0.01,27.0,-98845.0,-0.52
PROP_0231,East Hartford,Single Family,4,2.0,1200.0,6098.400000000001,62,1,Poor,3,0,1,0,1,1,1,22,20,0,0,0,0,0,6,60,44,1,0,4160,1270,180,1,0,0,0,0,12441,Garage,Gas,Window Units,Metal,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Winter,195000.0,210813,15813.0,7.5,210876,15876.0,7.53,63,0.03,28.0,-11565.0,19.5
PROP_0232,East Hampton,Townhouse,3,3.0,2262.0,8712.0,52,2,Poor,2,0,0,0,1,0,1,24,20,1,0,1,464,0,8,44,37,11,0,8722,2115,30,1,0,0,1,0,44674,Garage,Electric,Central AC,Asphalt Shingle,Slab,Carpet,Brick,Well,Municipal,Fall,389000.0,395136,6136.0,1.55,395152,6152.0,1.56,16,0.0,13.0,-53522.0,0.37
PROP_0233,East Hampton,Single Family,4,3.0,1767.0,54450.0,51,2,Fair,3,0,1,0,0,1,0,25,20,0,1,0,0,0,8,57,44,1,0,5661,1394,20,0,0,0,0,0,9447,Garage,Electric,Central AC,Asphalt Shingle,Slab,Carpet,Brick,Municipal,Municipal,Winter,239900.0,270928,31028.0,11.45,270949,31049.0,11.46,21,0.01,2.0,6602.0,23.98
PROP_0234,Weston,Single Family,4,5.0,4750.0,87555.59999999999,53,2,Fair,3,0,0,1,0,0,1,25,20,1,0,0,0,0,7,51,46,1,0,42372,11383,120,0,0,0,0,0,119140,Driveway,Electric,,Asphalt Shingle,Basement,Laminate,Wood,Municipal,Municipal,Winter,2100000.0,2386435,286435.0,12.0,2386177,286177.0,11.99,-258,-0.01,12.0,152037.0,41.58
PROP_0235,Meriden,Single Family,6,4.0,2995.0,7840.799999999999,57,1,Poor,3,0,1,0,0,1,0,22,20,1,0,0,0,0,8,59,47,5,1,5601,1502,10,0,0,0,1,0,25847,Street,Gas,Central AC,Tile,Basement,Laminate,Vinyl Siding,Municipal,Municipal,Spring,240000.0,254078,14078.0,5.54,258069,18069.0,7.0,3991,1.57,1.0,-22778.0,11.92
PROP_0236,Thomaston,Single Family,2,2.0,1858.0,17424.0,51,1,Fair,1,0,1,1,1,1,1,25,20,0,1,0,0,0,8,48,37,7,1,3211,1068,120,1,0,0,1,0,4304,Carport,Gas,Central AC,Asphalt Shingle,Crawl Space,Tile,Vinyl Siding,Municipal,Municipal,Summer,175000.0,190231,15231.0,8.01,190119,15119.0,7.95,-112,-0.06,22.0,-4185.0,19.88
PROP_0237,Bloomfield,Single Family,3,4.0,2444.0,8712.0,65,2,Distressed,2,0,0,0,0,1,1,25,20,0,0,0,0,0,8,42,34,8,1,8550,2486,10,0,0,0,1,3,67370,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Carpet,Brick,Well,Municipal,Summer,395000.0,339459,-55541.0,-16.36,363264,-31736.0,-8.74,23805,7.01,16.0,-114106.0,-25.69
PROP_0238,Simsbury,Single Family,4,3.0,2000.0,24829.199999999997,53,1,Poor,3,0,1,1,1,0,0,25,20,0,0,0,0,0,7,88,62,2,0,9789,2310,10,0,0,0,0,0,24243,Garage,Electric,Central AC,Asphalt Shingle,Slab,Tile,Vinyl Siding,Municipal,Municipal,Winter,399900.0,375330,-24570.0,-6.55,375346,-24554.0,-6.54,16,0.0,1.0,-63797.0,-19.26
PROP_0239,Bridgeport,Condo,2,1.0,926.0,4791.6,57,1,Fair,1,0,1,0,0,1,0,24,20,1,1,1,376,1,8,63,47,6,1,6972,1887,30,0,0,0,0,0,9186,Driveway,Gas,Window Units,Metal,Slab,Hardwood,Wood,Municipal,Municipal,Spring,299900.0,318604,18704.0,5.87,318609,18709.0,5.87,5,0.0,3.0,-5477.0,11.79
PROP_0240,Simsbury,Townhouse,3,1.0,1077.0,17859.6,46,1,Fair,2,0,0,0,1,1,0,25,20,0,1,0,0,0,8,70,50,2,0,3304,1164,60,0,0,0,1,1,9251,Driveway,Electric,Central AC,Metal,Slab,Carpet,Wood,Municipal,Municipal,Winter,180000.0,177232,-2768.0,-1.56,177411,-2589.0,-1.46,179,0.1,11.0,-26840.0,-3.4
PROP_0241,Groton,Single Family,4,3.0,3093.0,39639.6,57,2,Fair,3,0,0,1,0,1,0,25,20,1,1,0,0,0,6,88,75,9,0,12542,5132,90,0,0,0,1,1,22720,Garage,Gas,Central AC,Asphalt Shingle,Slab,Carpet,Brick,Municipal,Municipal,Summer,800000.0,894308,94308.0,10.55,894298,94298.0,10.54,-10,-0.0,14.0,56578.0,29.54
PROP_0242,Griswold,Single Family,3,1.0,1422.0,200375.99999999997,50,1,Fair,2,0,1,1,1,1,0,25,20,0,1,0,0,0,8,65,54,2,0,4301,1346,10,1,0,0,1,0,13912,Driveway,Gas,Central AC,Metal,Crawl Space,Carpet,Vinyl Siding,Municipal,Municipal,Winter,239900.0,239721,-179.0,-0.07,239687,-213.0,-0.09,-34,-0.01,11.0,-29125.0,-0.89
PROP_0243,Waterbury,Single Family,3,2.0,1200.0,7840.799999999999,59,1,Poor,2,0,0,0,1,1,1,25,20,0,0,0,0,0,5,57,55,5,1,3015,1242,180,1,0,0,1,2,21882,Garage,Gas,Window Units,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Spring,225000.0,245231,20231.0,8.25,245273,20273.0,8.27,42,0.02,38.0,-16609.0,22.48
PROP_0244,Bolton,Single Family,4,4.0,2929.0,40075.2,62,2,Poor,3,0,1,1,0,1,1,25,20,0,0,0,0,0,7,79,75,12,0,8188,2094,90,1,0,0,1,1,44128,Driveway,Oil,Central AC,Metal,Basement,Carpet,Wood,Well,Municipal,Fall,375000.0,391085,16085.0,4.11,387697,12697.0,3.27,-3388,-0.87,24.0,-46431.0,6.7
PROP_0245,New Britain,Single Family,5,4.0,2728.0,16988.4,48,1,Fair,3,0,0,1,1,1,1,25,20,0,0,0,0,0,7,98,79,2,0,4531,1518,10,1,0,0,1,0,13292,Garage,Oil,Central AC,Asphalt Shingle,Slab,Tile,Brick,Municipal,Municipal,Winter,279000.0,283338,4338.0,1.53,283231,4231.0,1.49,-107,-0.04,11.0,-24061.0,2.77
PROP_0246,Plainville,Single Family,4,2.0,1624.0,17859.6,53,2,Fair,3,0,0,0,0,1,1,25,20,0,1,0,0,0,9,43,30,4,1,2584,981,120,1,0,0,0,0,3635,Driveway,Gas,Window Units,Asphalt Shingle,Slab,Hardwood,Wood,Municipal,Municipal,Spring,155000.0,148192,-6808.0,-4.59,148576,-6424.0,-4.32,384,0.26,22.0,-25059.0,-6.75
PROP_0247,Westport,Single Family,3,4.0,3150.0,4791.6,49,2,Fair,2,0,1,0,0,1,1,25,20,0,1,0,0,0,7,100,97,11,0,63864,15296,20,0,0,0,1,0,134882,Street,Gas,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Well,Municipal,Fall,2588000.0,2782525,194525.0,6.99,2617399,29399.0,1.12,-165126,-5.93,2.0,-120483.0,-9.41
PROP_0248,East Haven,Townhouse,3,1.0,1452.0,4791.6,49,1,Poor,2,0,0,0,0,1,1,25,20,1,1,1,142,0,6,32,24,10,0,2182,1022,30,0,0,0,0,0,16243,Street,Gas,,Asphalt Shingle,Slab,Tile,Wood,Municipal,Municipal,Fall,165000.0,168987,3987.0,2.36,168928,3928.0,2.33,-59,-0.03,3.0,-27315.0,2.53
PROP_0249,Norwich,Single Family,3,2.0,1404.0,8712.0,49,1,Fair,2,0,1,1,0,1,1,25,20,1,1,0,0,0,6,73,65,8,1,3452,1301,60,1,0,0,0,0,11054,Carport,Gas,Central AC,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Septic,Summer,228500.0,231899,3399.0,1.47,231834,3334.0,1.44,-65,-0.03,16.0,-22720.0,3.81
PROP_0250,New Hartford,Single Family,2,2.0,2087.0,43560.0,62,2,Poor,1,0,0,0,1,1,0,25,20,0,0,0,0,0,8,59,57,12,0,3816,1761,20,0,0,0,1,0,30409,Street,Electric,Window Units,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Well,Municipal,Fall,285000.0,292762,7762.0,2.65,292677,7677.0,2.62,-85,-0.03,2.0,-37732.0,1.87
PROP_0251,New Canaan,Single Family,4,4.0,3413.0,43995.6,49,2,Poor,3,0,0,1,1,1,0,25,20,0,1,0,0,0,6,64,46,6,1,29180,7980,20,0,0,0,0,0,144413,Driveway,Electric,Window Units,Asphalt Shingle,Crawl Space,Laminate,Wood,Municipal,Municipal,Spring,1349000.0,1259632,-89368.0,-7.09,1259879,-89121.0,-7.07,247,0.02,2.0,-248534.0,-38.59
PROP_0252,Watertown,Townhouse,3,3.0,1826.0,53578.8,57,1,Fair,2,0,0,0,1,1,1,25,20,1,0,1,166,0,5,28,23,11,0,5806,2115,30,1,0,0,1,1,10455,Street,Electric,Central AC,Asphalt Shingle,Crawl Space,Carpet,Vinyl Siding,Municipal,Septic,Fall,369000.0,417685,48685.0,11.66,417684,48684.0,11.66,-1,-0.0,18.0,23229.0,29.24
PROP_0253,Monroe,Single Family,2,2.0,2066.0,8712.0,49,2,Fair,1,0,1,0,1,1,1,17,20,0,1,0,0,0,6,69,59,7,1,7124,3543,120,0,0,0,1,0,26511,Driveway,Oil,Central AC,Tile,Basement,Hardwood,Vinyl Siding,Well,Municipal,Summer,549900.0,615941,66041.0,10.72,615884,65984.0,10.71,-57,-0.01,12.0,24473.0,26.27
PROP_0254,East Lyme,Single Family,2,2.0,1610.0,8712.0,58,2,Fair,1,0,0,1,0,1,1,25,20,0,1,0,0,0,8,81,64,2,0,7348,3726,10,0,0,0,1,1,32572,Street,Gas,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Well,Municipal,Winter,569000.0,549581,-19419.0,-3.53,588849,19849.0,3.37,39268,7.15,6.0,-27723.0,5.17
PROP_0255,New Canaan,Townhouse,3,2.0,1125.0,260488.8,46,1,Fair,2,0,1,0,1,1,1,25,20,1,0,0,0,0,7,16,13,7,1,23855,6282,20,3,1,0,1,0,24546,Carport,Electric,Central AC,Asphalt Shingle,Basement,Hardwood,Brick,Municipal,Municipal,Summer,1050000.0,1305820,255820.0,19.59,1305773,255773.0,19.59,-47,-0.0,52.0,216227.0,71.2
PROP_0256,Waterbury,Single Family,3,2.0,1272.0,6534.0,47,1,Fair,2,0,0,0,0,1,0,25,20,0,1,0,0,0,9,62,56,9,0,2609,1186,90,1,1,0,0,1,9321,Driveway,Gas,,Asphalt Shingle,Crawl Space,Carpet,Vinyl Siding,Municipal,Municipal,Summer,180000.0,239840,59840.0,24.95,227944,47944.0,21.03,-11896,-4.96,44.0,23623.0,53.22
PROP_0257,Westport,Single Family,5,4.0,2578.0,26136.0,53,1,Fair,3,0,1,1,0,1,1,25,20,0,0,0,0,0,8,63,52,7,1,21049,9221,180,3,0,0,1,0,32881,Garage,Electric,,Asphalt Shingle,Crawl Space,Laminate,Vinyl Siding,Municipal,Municipal,Summer,1400000.0,1887385,487385.0,25.82,1887190,487190.0,25.82,-195,-0.01,48.0,439309.0,105.17
PROP_0258,Stamford,Single Family,2,1.0,1050.0,8712.0,54,1,Fair,1,0,1,0,1,1,1,25,20,1,0,0,0,0,7,55,49,9,0,4799,1481,30,0,0,0,0,0,11629,Driveway,Gas,Central AC,Metal,Crawl Space,Laminate,Vinyl Siding,Municipal,Municipal,Summer,255000.0,275302,20302.0,7.37,274925,19925.0,7.25,-377,-0.14,3.0,-6704.0,14.43
PROP_0259,New Britain,Single Family,4,4.0,2260.0,12632.4,57,1,Fair,3,0,0,1,0,0,1,25,20,0,1,0,0,0,7,65,60,3,0,6473,2012,20,0,0,0,1,0,14349,Garage,Gas,Window Units,Asphalt Shingle,Basement,Laminate,Wood,Municipal,Municipal,Winter,335000.0,341837,6837.0,2.0,344306,9306.0,2.7,2469,0.72,2.0,-20043.0,3.8
PROP_0260,South Windsor,Single Family,4,3.0,3123.0,40075.2,60,2,Poor,3,0,0,1,0,1,1,25,20,0,0,0,0,0,8,79,57,2,0,13012,4046,60,1,1,0,1,0,35744,Garage,Heat Pump,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Winter,669000.0,904100,235100.0,26.0,761165,92165.0,12.11,-142935,-15.81,36.0,41421.0,35.56
PROP_0261,Simsbury,Single Family,4,4.0,3723.0,87120.0,60,2,Distressed,3,1,1,0,1,0,1,23,20,0,1,0,0,0,7,32,30,10,0,19722,4435,90,2,0,0,0,1,152020,Garage,Gas,Window Units,Asphalt Shingle,Crawl Space,Laminate,Wood,Municipal,Municipal,Fall,799000.0,720247,-78753.0,-10.93,875098,76098.0,8.7,154851,21.5,34.0,-90922.0,15.11
PROP_0262,Sherman,Townhouse,4,3.0,2462.0,155073.6,51,2,Poor,3,0,0,0,1,1,1,25,20,1,0,1,285,0,7,51,42,6,1,33838,7645,60,1,0,0,0,0,111617,Driveway,Electric,Central AC,Asphalt Shingle,Slab,Hardwood,Vinyl Siding,Municipal,Municipal,Spring,1375000.0,1246990,-128010.0,-10.27,1247092,-127908.0,-10.26,102,0.01,16.0,-254525.0,-42.77
PROP_0263,Cromwell,Single Family,3,2.0,1632.0,14810.4,53,2,Poor,2,0,0,1,1,0,1,21,20,0,1,0,0,0,6,36,32,1,0,4167,1504,60,0,0,0,0,1,19293,Garage,Gas,Central AC,Asphalt Shingle,Basement,Laminate,Brick,Municipal,Municipal,Winter,260000.0,250374,-9626.0,-3.84,250320,-9680.0,-3.87,-54,-0.02,11.0,-43973.0,-9.94
PROP_0264,Rocky Hill,Condo,2,1.0,840.0,10454.4,46,1,Poor,1,0,0,0,1,1,1,16,20,1,0,1,139,0,9,56,53,6,1,3946,1251,90,3,0,0,1,0,18326,Garage,Electric,Central AC,Flat,Crawl Space,Tile,Brick,Municipal,Municipal,Spring,199900.0,180705,-19195.0,-10.62,180764,-19136.0,-10.59,59,0.03,39.0,-52462.0,-18.63
PROP_0265,Stonington,Single Family,6,3.0,2959.0,28749.6,56,2,Fair,3,1,1,0,0,0,0,22,20,0,0,0,0,0,6,52,42,5,1,40576,11179,30,0,0,0,0,0,81333,Garage,Gas,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Brick,Municipal,Municipal,Spring,1695000.0,1694290,-710.0,-0.04,1795961,100961.0,5.62,101671,6.0,3.0,4628.0,12.3
PROP_0266,Waterford,Single Family,4,3.0,2681.0,52707.6,52,1,Poor,3,0,1,1,0,1,0,25,20,0,1,0,0,0,5,74,62,5,1,7595,3182,60,0,0,0,0,0,56899,Driveway,Electric,Central AC,Metal,Crawl Space,Carpet,Brick,Municipal,Municipal,Spring,520000.0,558304,38304.0,6.86,558198,38198.0,6.84,-106,-0.02,6.0,-33701.0,11.51
PROP_0267,Cromwell,Single Family,3,2.0,1581.0,21780.0,48,2,Fair,2,0,0,1,1,1,1,22,20,0,0,0,0,0,8,37,33,4,1,6982,1932,20,0,0,0,1,0,10800,Garage,Electric,Central AC,Asphalt Shingle,Basement,Hardwood,Stucco,Municipal,Municipal,Spring,299900.0,305887,5987.0,1.96,306248,6348.0,2.07,361,0.12,2.0,-19452.0,2.59
PROP_0268,Madison,Single Family,4,4.0,4004.0,24393.6,50,2,Fair,3,0,1,1,1,0,1,25,20,0,1,0,0,0,7,54,42,1,0,22945,5822,60,0,0,0,0,0,20647,Street,Heat Pump,Central AC,Asphalt Shingle,Slab,Carpet,Brick,Municipal,Municipal,Winter,989000.0,1060920,71920.0,6.78,1060741,71741.0,6.76,-179,-0.02,6.0,36094.0,18.33
PROP_0269,East Lyme,Single Family,2,1.0,1100.0,10018.8,48,1,Poor,1,0,1,1,1,1,1,25,20,1,0,0,0,0,6,85,66,4,1,7042,2004,20,1,0,0,0,1,22860,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Tile,Brick,Municipal,Septic,Spring,339900.0,331374,-8526.0,-2.57,331166,-8734.0,-2.64,-208,-0.06,17.0,-46594.0,-6.54
PROP_0270,Coventry,Townhouse,4,3.0,2313.0,74923.2,45,2,Poor,3,0,0,0,1,1,1,16,20,1,0,1,316,0,8,68,52,7,1,9814,3364,120,3,0,0,1,2,27817,Driveway,Gas,Central AC,Asphalt Shingle,Slab,Carpet,Wood,Municipal,Municipal,Summer,519900.0,473237,-46663.0,-9.86,473384,-46516.0,-9.83,147,0.03,52.0,-89333.0,-18.19
PROP_0271,Middlebury,Single Family,4,3.0,2400.0,15245.999999999998,50,2,Poor,3,0,0,0,1,0,0,25,20,0,1,0,0,0,9,22,16,3,0,10871,3194,20,0,0,0,1,1,31968,Street,Gas,Central AC,Flat,Crawl Space,Carpet,Vinyl Siding,Municipal,Municipal,Winter,549900.0,574430,24530.0,4.27,574305,24405.0,4.25,-125,-0.02,7.0,-22563.0,7.64
PROP_0272,Bethel,Single Family,3,3.0,2100.0,8712.0,56,2,Fair,2,0,0,1,0,1,0,25,20,0,0,0,0,0,9,35,26,7,1,11493,3418,10,0,0,0,0,0,19797,Street,Heat Pump,,Asphalt Shingle,Basement,Tile,Wood,Municipal,Municipal,Summer,556995.0,621253,64258.0,10.34,621284,64289.0,10.35,31,0.0,1.0,29492.0,23.85
PROP_0273,Plainville,Single Family,3,2.0,1056.0,12632.4,63,1,Poor,2,0,1,0,0,1,0,25,20,0,1,0,0,0,6,66,60,12,0,5442,1658,10,2,0,0,1,0,31686,Driveway,Gas,,Tile,Crawl Space,Laminate,Stucco,Well,Septic,Fall,269900.0,253390,-16510.0,-6.52,253467,-16433.0,-6.48,77,0.03,21.0,-63119.0,-15.07
PROP_0274,Norwalk,Single Family,4,2.0,1152.0,6969.6,47,1,Fair,3,0,1,1,0,1,0,21,20,0,0,0,0,0,7,49,46,8,1,12065,3183,30,0,0,0,1,0,11021,Garage,Electric,,Metal,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Summer,524900.0,543187,18287.0,3.37,543250,18350.0,3.38,63,0.01,3.0,-7671.0,6.59
PROP_0275,Danbury,Single Family,3,2.0,1170.0,7840.799999999999,51,1,Fair,2,0,1,1,1,0,1,25,20,0,1,0,0,0,6,50,35,9,0,7209,2254,20,0,1,0,0,0,11568,Driveway,Gas,,Asphalt Shingle,Basement,Laminate,Wood,Municipal,Municipal,Summer,349000.0,518799,169799.0,32.73,447046,98046.0,21.93,-71753,-13.83,22.0,71478.0,55.41
PROP_0276,Stratford,Single Family,3,2.0,1596.0,22215.6,51,2,Fair,2,0,0,0,0,1,0,19,20,1,0,0,0,0,6,68,54,5,1,7209,3190,120,0,0,0,0,0,10784,Driveway,Gas,Window Units,Asphalt Shingle,Crawl Space,Tile,Brick,Municipal,Municipal,Spring,525000.0,537788,12788.0,2.38,537858,12858.0,2.39,70,0.01,12.0,-12926.0,5.89
PROP_0277,Bridgewater,Single Family,4,4.0,3400.0,108900.0,48,2,Fair,3,1,0,1,0,1,0,20,20,0,0,0,0,0,7,51,40,12,0,18332,5479,20,0,0,0,1,0,36697,Garage,Heat Pump,Central AC,Metal,Slab,Tile,Brick,Municipal,Municipal,Fall,869000.0,914972,45972.0,5.02,962531,93531.0,9.72,47559,5.2,2.0,41834.0,24.02
PROP_0278,Plainfield,Single Family,6,2.0,3409.0,41382.0,64,2,Distressed,3,0,0,1,1,1,0,25,20,0,0,0,0,0,9,28,23,5,1,2409,1187,90,0,0,0,0,1,34663,Garage,Heat Pump,Central AC,Asphalt Shingle,Basement,Tile,Vinyl Siding,Municipal,Municipal,Spring,199000.0,181895,-17105.0,-9.4,181909,-17091.0,-9.4,14,0.01,14.0,-66754.0,-22.68
